date,day_of_week,meeting_type,location,present,absent,staff,source_url
"December 18, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Lisa Feldstein, Kevin Hughes, Sue Lee, William L. Lee",None,Larry Badiner - Acting Director of Planning; Jim Nixon - Acting Zoning Administrator; Michael Smith; Michael Li; Mary Woods; Glenn Cabreros; Jonathan Purvis; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1053.html
"October 9, 2003",Thursday,Regular,,"Michael J. Antonini, Shelley Bradford Bell, Edgar E. Boyd, Lisa Feldstein, Kevin Hughes, Sue Lee William L. Lee William L. Lee",None,Larry Badiner - Acting Director of Planning/Acting Zoning Administrator; Judy Boyajian - Deputy City Attorney; Jonas Ionin; Amit Ghosh; Teresa Ojeda; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1054.html
"January 10, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Joe, Lim, Theoharis",Salinas,"Gerald G. Green, Director of Planning; Larry Badiner, Zoning Administrator; Jean-Paul Samaha; Kelley LeBlanc; Mary Woods; Adam Light; Joan Kugler; Lisa Gibson; Paul Lord; Jonathan Purvis; Ben Fu; Vahram Massehian; Tina Tam; Dario Jones; Nora Priego, Transcription Secretary; Linda Avery, Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1056.html
"January 17, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Joe, Lim, Theoharis",Salinas,"Gerald G. Green - Director of Planning; Larry Badiner -Zoning Administrator; Jonathan Purvis; Mary Woods; Michael Smith; Craig Nikitas, Scott Sanchez; Thomas Wang; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1057.html
"January 24, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Joe, Lim, Salinas, Theoharis",Baltimore,"Gerald G. Green – Director of Planning, Larry Badiner – Zoning Administrator, Adam Light, Glen Cabreros, Jonathan Purvis, Michael E. Smith, Joy Navarrete, Craig Nikitas, Mary Woods, Thomas Wang, Patricia Gerber – Transcription Secretary, Linda D. Avery – Commission Secretary.",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1058.html
"February 07, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Joe, Lim, Salinas, Theoharis",None,Gerald G. Green - Director of Planning; Larry Badiner -Zoning Administrator; Tina Tam; Paul Lord; Victoria Ryan; Scott Sanchez; Sharon Young; Matt Snyder; Tammy Chan; Dan Sider; Michael Smith; Dario Jones; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1059.html
"February 14, 2002",Thursday,Regular,,"Chinchilla, Fay, Joe, Lim, Salinas, Theoharis",Baltimore,Gerald G. Green - Director of Planning; Larry Badiner -Zoning Administrator; Amit Ghosh; Paul Lord; Sara Vellve; Pedro Arce; Jeffrey Tully; Geoffrey Nelson; Rick Crawford; Craig Nikitas; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1060.html
"February 21, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Joe, Lim, Salinas, Theoharis",Fay,"Gerald G. Green - Director of Planning; Larry Badiner -Zoning Administrator; Michael Li, Jamilla Vollman; Paul Lord; Amit Ghosh; Dario Jones; Tina Tam; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1061.html
"February 28, 2002",Thursday,Regular,,"Fay, Baltimore, Joe, Lim, Salinas, Theoharis",Chinchilla,"Gerald G. Green – Director of Planning, Larry Badiner Zoning Administrator, Rick Crawford; Costolino Hogan; Michael E. Smith; Jamilla Vollmann; Sara Vellve; Geoffrey Nelson; Glen Cabreros; Mathew Snyder; Dario Jones; Patricia I. Gerber – Transcription Secretary; Linda D. Avery – Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1062.html
"March 07, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Joe, Salinas, Theoharis",Lim,Gerald G. Green - Director of Planning; Larry Badiner -Zoning Administrator; Glen Cabreros; Costolino Hogan; Randall Dean; Paul Lord; Dan Sider; Vahram Massehian; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1063.html
"March 14, 2002",Thursday,Regular,,"Chinchilla; Fay; Baltimore; Joe; Lim; Salinas, Theoharis",Lim,"Gerald G. Green – Director of Planning; Larry Badiner – Zoning Administrator; Mary Woods, Glen Cabreros; Michael Smith; Ken Rich; David Alumbaugh; Geoffrey Nelson; Tina Tam; Kate McGee, Rick Crawford; Dan Dibartolo; Patricia Gerber – Transcription Secretary; Linda D. Avery – Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1064.html
"March 21, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Joe, Lim, Salinas, Theoharis",THE MEETING WAS CALLED TO ORDER BY PRESIDENT CHINCHILLA AT 1:40 p.m.,Larry Badiner -Zoning Administrator/Acting Director; Pete Vollman; Adam Light; Mary Woods; Geoffrey Nelson; Dan DiBartolo; Dan Sider; Jonathan Purvis; John Billovits; Dario Jones; Rick Crawford; Michael Smith; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1065.html
"April 04, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Joe, Lim, Salinas, Theoharis",None,Gerald Green – Director; Larry Badiner -Zoning Administrator; Jean Paul Samaha; David Alumbaugh; Amit Ghosh; Mary Woods; Victoria Ryan; Kate McGee; Kelley Amdur; Rick Crawford; Michael Smith; Jamilla Vollman; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1066.html
"April 11, 2002",Thursday,Regular,,"Chinchilla, Baltimore, Fay, Joe, Lim, Salinas",Theoharis,"Gerald G. Green – Director of Planning, Larry Badiner – Zoning Administrator, Geoffrey Nelson, Michael Smith, Dan Dibartolo, Ben Fu, Victoria Ryan, Mary Woods, Kate McGee, Linda Avery – Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1067.html
"April 18, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Joe, Lim, Salinas, Theoharis",Fay,Gerald Green – Director; Larry Badiner -Zoning Administrator; Jean Paul Samaha; Dan DiBartolo; Kate McGee; Jeff Tully; Adam Light; Ben Fu; Rick Crawford; Pete Vollman; Geoffrey Nelson; Dan Sirois; Michael Li; Vahram Massehian; Matt Snyder; Mary Woods; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1068.html
"April 25, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Lim, Salinas, Theoharis",Joe,Gerald Green – Director; Larry Badiner -Zoning Administrator; Jean Paul Samaha; Ben Fu; Jamilla Vollman; Dan Sirois; Rick Crawford; Nannie Turrell; Michael Li; Dario Jones; Kate McGee; Joy Navarrete; Jonathan Purvis; Thomas Wang; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1069.html
"May 02, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Lim, Salinas",Joe and Theoharis,Gerald Green – Director; Larry Badiner -Zoning Administrator; Jean Paul Samaha; ; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1070.html
"May 09, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Lim, Salinas, Theoharis",Joe,Gerald Green – Director; Larry Badiner -Zoning Administrator; Jean Paul Samaha; Paul Maltzer; Jonathan Purvis; Rick Cooper; Michael Lee; Thomas Wang; Dan Sider; Kate McGee; Sara Vellve; Glenn Cabreros; Geoffrey Nelson; Dario Jones; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1071.html
"May 16, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Joe, Lim, Salinas",Theoharis,Gerald Green – Director; Larry Badiner -Zoning Administrator; Dan Sider; Jim Miller; Rick Crawford; Geoffrey Nelson; Glenn Cabreros; Victoria Ryan; Petterson Vollman; Dario Jones; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1072.html
"May 23, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Joe, Lim, Salinas, Theoharis",None,Gerald Green - Director; Larry Badiner -Zoning Administrator; Kate McGee; Kelley Amdur; Art Aguilar; Michael Li; Rick Crawford; Thomas Wang; Matt Snyder; Dario Jones; Nora Priego - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1073.html
"May 30, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Joe, Lim, Salinas, Theoharis",None,Gerald Green – Director; Larry Badiner -Zoning Administrator; Kate McGee; Kelley Amdur; Art Aguilar; Michael Li; Rick Crawford; Thomas Wang; Matt Snyder; Dario Jones; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1074.html
"June 06, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Fay, Joe, Lim, Salinas, Theoharis",None,Gerald Green – Director; Larry Badiner -Zoning Administrator; Adam Light: Glenn Cabreros; Kelley Amdur; Winslow Hastie; Vahram Massehian; Michael Smith; Dan Sirois; Sara Vellve; Jonathan Purvis; Pete Vollmann; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1075.html
"June 13, 2002",Thursday,Regular,,"Baltimore, Fay, Joe, Salinas, Theoharis","Chinchilla, Lim",Gerald Green – Director; Larry Badiner -Zoning Administrator; Jean-Paul Samaha; Petterson Vollmann; Jeff Tully; Moses Corette; Jonas Ionin; Kate McGee; Randall Dean; Paul Maltzer; Tina Tam; Leigh Kienker; Dan Sirois; Matt Snyder; Thomas Wang; Kate Simonson; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1076.html
"June 20, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Joe, Lim, Theoharis",Fay and Salinas,"Gerald Green – Director; Larry Badiner -Zoning Administrator; Tina Tam, Mary Woods; Bill Wycko; Randall Dean; Jonas Ionin; Jonathan Purvis; Glenn Cabreros; Matt Snyder; Dan Sider; Petterson Vollmann; Sara Vellve; Kate McGee; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1077.html
"June 20, 2002",Thursday,Joint,,"Baltimore, Chinchilla, Joe, and Theoharis","Fay, Lim, and Salinas",Gerald Green – Director; Larry Badiner -Zoning Administrator; Craig Nikitas; Michael Li; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1078.html
"June 27, 2002",Thursday,Regular,,"Baltimore, Chinchilla, Joe, Lim, Salinas, Theoharis",Fay,Gerald Green – Director; Larry Badiner -Zoning Administrator; Peterson Vollmann; Dan Sirois; Tina Tam; Glenn Cabreros; Michael Smith; Paul Lord; Matt Snyder; Lisa Gibson; Rick Crawford; Sara Vellve; Michael Li; Art Aguilar; Dan Sider; Thomas Wang; Victoria Ryan; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1079.html
"September 12, 2002",Thursday,Regular,,"Gerald Green, Director of Planning; Lawrence B. Badiner, Zoning Administrator",None,M. Luellen; P. Vollmann; G. Cabreros; J. Vollmann; M. Woods; ;S. Vellve; M. Snyder; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1080.html
"September 17, 2002",Thursday,Regular,,"Gerald Green, Director of Planning; Lawrence B. Badiner, Zoning Administrator",None,D. Sirois; G. Cabreros; R. Crawford; M. Woods; M. Smith; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1081.html
"September 26, 2002",Thursday,Regular,,"Gerald Green, Director of Planning; Lawrence B. Badiner, Zoning Administrator",None,M. Li; J. Miller; K. Simonson; T. Tam; S. Vellve; B. Fu; G. Nelson; T. Wang; S. Sanchez; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1082.html
"October 03, 2002",Thursday,Regular,,"Gerald Green, Director of Planning; Lawrence B. Badiner, Zoning Administrator; Judy Boyajian, Deputy City Attorney",None,Dan DiBartolo; Kate McGee; Dan Sider; Glenn Cabreros; Sara Vellve; Rick Crawford; Patricia Gerber - Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1083.html
"October 10, 2002",Thursday,Regular,,"Gerald Green, Director of Planning; Lawrence B. Badiner, Zoning Administrator; Judy Boyajian, Deputy City Attorney",None,Tina Tam; Dan Sirois; Dan Dibartolo; Sara Vellve; Mary Woods; Dario Jones; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1084.html
"October 17, 2002",Thursday,Regular,,Gerald G. Green - Director of Planning; Lawrence B. Badiner –Zoning Administrator; Judy,,Geoffrey Nelson; Mary Woods; Michael E. Smith; Rick Crawford; Tina Tam;,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1085.html
"October 24, 2002",Thursday,Regular,,"Gerald Green, Director of Planning; Lawrence B. Badiner, Zoning Administrator; Judith Boyagen – Deputy City Attorney",None,Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1086.html
"November 14, 2002",Thursday,Regular,,Michael J. Antonini; Rev. Edgar E. Boyd; Shelley Bradford Bell; Lisa Feldstein; Kevin Hughes; Sue Lee; William L. Lee,None,Gerald Green – Director; Larry Badiner -Zoning Administrator; Geoffrey Nelson; Craig Nikitas; Larry McDonald; Diane Lim; Jim Nixon; Paul Maltzer; Michael Berkowitz; Amit Ghosh; Jean-Paul Samaha; Ben Fu; Michael Smith; Nora Priego – Transcription Secretary; Linda Avery - Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1087.html
"November 21, 2002",THURSDAY,Regular,,Shelley Bradford Bell; Michael J. Antonini; Rev. Edgar E. Boyd; Lisa Feldstein;,,Gerald G. Green – Director of Planning; Larry Badiner – Zoning Administrator; Mark Luellen; Rick Cooper; Nannie Turrell; Rick Crawford; Geoffrey Nelson; Tina Tam; Glenn Cabreros; Patricia Gerber – Recording Secretary; Linda Avery – Commission Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1088.html
"November 26, 2002",Tuesday,REGULAR,,Shelley Bradford Bell; Michael J. Antonini; Kevin Hughes; Sue Lee;,Edgar E. Boyd; Lisa Feldstein;,Gerald G. Green – Director of Planning; Larry Badiner – Zoning Administrator; Jean Paul Samaha; Jonas Ionin – Acting Commission Secretary; Patricia Gerber – Transcription Secretary,https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1089.html
"November 26, 2002",Tuesday,Special,,Shelley Bradford Bell; Michael J. Antonini; Kevin Hughes; Sue Lee;,Edgar E. Boyd; Lisa Feldstein,"Gerald G. Green – Director of Planning; Larry Badiner – Zoning Administrator, Jean Paul Samaha, Jonas P. Ionin – Acting Commission Secretary; Patricia Gerber – Transcription Secretary",https://sfplanning.s3.amazonaws.com/default/files/meetingarchive/planning_dept/sf-planning.org/index.aspx-page=1090.html
